LEXEME	REPLACEMENT	COMMENT
˨˩ ṅā ˨ zä	ṅā˨˩zä˨	swap tones
panj ˥˦ ā	panjā˥˦	swap tones
˨ pa° (Pekin ˨˧ pai)	pa°˨	swap tones
˦ yat ˥˦ pāk	yat˦pāk˥˦	swap tones
˧˧˨ råi	råi˧˧˨	swap tones
˨ pàk	pàk˨	swap tones
˨ mōt ˧ tràm	mōt˨tràm˧	swap tones
˨ ka ˨˧ ya	ka˨ya˨˧	swap tones
˨ ta ˨ ka = yā	ta˨yā=ka˨	swap tones
˧ i ˧ pwa	i˧pwa˧	swap tones
a ˨˧ pe	ape˨˧	swap tones
yēt ˨˧ pe	yētpe˨˧	swap tones
˨˧ t’i ˧˨ ha	t’i˨˧ha˧˨	swap tones
t’i° ˧˨ ho	t’i°ho˧˨	swap tones
t’i° ˧˨ hyo	t’i°hyo˧˨	swap tones
˨ t’ī = hyǎ̃	hyǎ̃=t’ī˨	swap tones
tà ˧ yā	tàyā˧	swap tones
˨˧ wå	wå˨˧	swap tones
˨˧ ṅå	ṅå˨˧	swap tones
˩˨ ṅå	ṅå˩˨	swap tones
˨˧ ch’àn	ch’àn˨˧	swap tones
˧˨ k’ā	k’ā˧˨	swap tones
˨˧ kau	kau˨˧	swap tones
˨ tōi	tōi˨	swap tones
˧ ya	ya˧	swap tones
˧ sa	sa˧	swap tones
˦˥ kō	kō˦˥	swap tones
˨˧ ya	ya˨˧	swap tones
˧˨ go	go˧˨	swap tones
˧˨ ṅo	ṅo˧˨	swap tones
˨ ṅā	ṅā˨	swap tones
˧ ṅā	ṅā˧	swap tones
˨˧ wå ˨ ti° (P.)	wå˨˧ti°˨	swap tones
˩˨ ṅå ˥˦ kē (P.)	ṅå˩˨kē˥˦	swap tones
˨˧ k’åṅ ˨˧ ch’àn (F.)	k’åṅ˨˧ch’àn˨˧	swap tones
˨˧ kau (F.)	kau˨˧	swap tones
˨ tōI (F.)	tōI˨	swap tones
˧ ya (P.)	ya˧	swap tones
˦ ya (P.)	ya˦	swap tones
˧ sa (P.)	sa˧	swap tones
˦˥ kō (P.)	kō˦˥	swap tones
˦˥ kō ˦ li	kō˦˥li˦	swap tones
˨˧ ya ˨˧ ñàṅ	ya˨˧ñàṅ˨˧	swap tones
˨˧ ya ˨˧ ṯs̱āy	ya˨˧ṯs̱āy˨˧	swap tones
˧˨ ṅa (P.)	ṅa˧˨	swap tones
˧˨ go (dyi°) (P.)	go˧˨	swap tones
˧˨ go (˧˨ vi) (P.)	go˧˨	swap tones
˧˨ ṅo (P.)	ṅo˧˨	swap tones
˨ ṅā (P.)	ṅā˨	swap tones
˥˦ ṅà° (P.)	ṅà°˥˦	swap tones
˨˧ wå ˨ man	wå˨˧man˨	swap tones
˩˨ ṅå ˨˩ tä	ṅå˩˨tä˨˩	swap tones
˧ rau	rau˧	swap tones
˦ hau	hau˦	swap tones
(˦˥ chuṅ) ˧ tà	tà˧	swap tones
˦˥ chuṅ ˧ tōI (In.)	chuṅ˦˥tōI˧	swap tones
˦˥ vöI ˧ kwà (Ex.)	vöI˦˥kwà˧	swap tones
˧ pa	pa˧	swap tones
˧ pa ˧ klå	pa˧klå˧	swap tones
˦ ˦˨ pē	pē˦˦˨	swap tones
˨˧ ya ˨˧ bu	ya˨˧bu˨˧	swap tones
˨˧ ya ˦˥ bua	ya˨˧bua˦˥	swap tones
˨˧ a ˧ se (In.)	a˨˧se˧	swap tones
˨˧ ṅa (Ex.)	ṅa˨˧	swap tones
˧˨ go hi°	hi°go˧˨	swap tones
a° ˨ sö	a°sö˨	swap tones
˧˨ ño vä°	vä°ño˧˨	swap tones
˨ rå (In.)	rå˨	swap tones
= ṅwà ˨ nū (Ex.)	ṅwà=nū˨	swap tones
˨˩ mā ˨ le	mā˨˩le˨	swap tones
˨ ṅa ˥˦ do°	ṅa˨do°˥˦	swap tones
˨˧ wå ˨ man ˨ ti° (P.)	wå˨˧man˨ti°˨	swap tones
˩˨ ṅå ˨˩ tä ˥˦ kē (P.)	ṅå˩˨tä˨˩kē˥˦	swap tones
˨˧ k’åṅ ˨ rau (F.)	k’åṅ˨˧rau˨	swap tones
˦ hau (F.)	hau˦	swap tones
˨ tà (F.)	tà˨	swap tones
˨ pà (P.)	pà˨	swap tones
˨ pa (P.)	pa˨	swap tones
˧ ˧˨ pē (P.)	pē˧˧˨	swap tones
˧ ˧˨ pē ˧ li	pē˧˧˨li˧	swap tones
˨˧ bu ˨˧ ñàṅ	bu˨˧ñàṅ˨˧	swap tones
˨˧ ya ˦˥ bua ˨˧ ṯs̱āy	ya˨˧bua˦˥ṯs̱āy˨˧	swap tones
˨˧ a ˦ se (In. P.)	a˨˧se˦	swap tones
˨˧ ṅa (Ex. P.)	ṅa˨˧	swap tones
˧˨ go hi° (dyi°) (P.)	hi°go˧˨	swap tones
a° ˨ sö (dyi°) (P.)	a°sö˨	swap tones
˧˨ ño vä° (P.)	vä°ño˧˨	swap tones
˨ rå (In. P.)	rå˨	swap tones
= ṅwà ˨ nū (Ex. P.)	ṅwà=nū˨	swap tones
˨˩ mā ˨ le (P.)	mā˨˩le˨	swap tones
˨ ṅa ˥˦ do° (P.)	ṅa˨do°˥˦	swap tones
˨˧ nī	nī˨˧	swap tones
˨˧ lī	lī˨˧	swap tones
˩˨ nä	nä˩˨	swap tones
˧˨ dān	dān˧˨	swap tones
˧˨ t’àn	t’àn˧˨	swap tones
˦ maụ	maụ˦	swap tones
˨˩ māu	māu˨˩	swap tones
˨ na	na˨	swap tones
˧ ˧˨ kāǒ	kāǒ˧˧˨	swap tones
˨˩ māy	māy˨˩	swap tones
˧˨ ñi	ñi˧˨	swap tones
˧˨ ni	ni˧˨	swap tones
˨˩ maṅ	maṅ˨˩	swap tones
˧ nin	nin˧	swap tones
˨˩ min	min˨˩	swap tones
˨˧ nī ˨ ti° (P.)	nī˨˧ti°˨	swap tones
˩˨ nä ˥˦ kē (P.)	nä˩˨kē˥˦	swap tones
˨˧ k’åṅ ˧˨ dān (F.)	k’åṅ˨˧dān˧˨	swap tones
˨˧ k’åṅ ˧˨ t’àn (F.)	k’åṅ˨˧t’àn˧˨	swap tones
˦ mau (F.)	mau˦	swap tones
˨˩ māy (F.)	māy˨˩	swap tones
˧ na (P.)	na˧	swap tones
˦ ˦˨ kāǒ (P.)	kāǒ˦˦˨	swap tones
˦˦˨ kāǒ ˦ li	kāǒ˦˦˨li˦	swap tones
˨˩ māy ˨˧ ñàṅ	māy˨˩ñàṅ˨˧	swap tones
˨˩ māy ˨˧ ṯs̱āy	māy˨˩ṯs̱āy˨˧	swap tones
˧˨ ñi (P.)	ñi˧˨	swap tones
˧˨ ni (dyi°) (P.)	ni˧˨	swap tones
˨ nàṅ (P.)	nàṅ˨	swap tones
˥˦ nin° (P.)	nin°˥˦	swap tones
˨˧ nī ˨ man	nī˨˧man˨	swap tones
˩˨ nä ˨˩ tä	nä˩˨tä˨˩	swap tones
˨˧ s’ū	s’ū˨˧	swap tones
˨ bày	bày˨	swap tones
˨ na = θī	θī=na˨	swap tones
˨ θü	θü˨	swap tones
˨ θu	θu˨	swap tones
˧˧˨ mē	mē˧˧˨	swap tones
˨˩ ñāu	ñāu˨˩	swap tones
˨˩ māy ˦˥ bua	māy˨˩bua˦˥	swap tones
˨˧ na	na˨˧	swap tones
˨ na hi°	hi°na˨	swap tones
˧˨ ña vä°	vä°ña˧˨	swap tones
= nū ˨ wà	nū=wà˨	swap tones
ha ˨ neṅ	haneṅ˨	swap tones
˨˩ maṅ tui°	tui°maṅ˨˩	swap tones
˧ nin ˥˦ do°	nin˧do°˥˦	swap tones
˨˩ min ˥˦ do°	min˨˩do°˥˦	swap tones
˨ lai	lai˨	swap tones
˦˨ lai	lai˦˨	swap tones
mà (? ˦ mà)	mà	swap tones
˦ mā	mā˦	swap tones
˦˥ dēn	dēn˦˥	swap tones
˨ ɣai	ɣai˨	swap tones
˧ hä	hä˧	swap tones
˧ hä = ꭓå	ꭓå=hä˧	swap tones
˦ ˦˨ lō	lō˦˦˨	swap tones
˦ ˦˨ twa	twa˦˦˨	swap tones
˦˨ du ˦˨ li	du˦˨li˦˨	swap tones
˨ du ˦˨ lä	du˨lä˦˨	swap tones
˦˨ la	la˦˨	swap tones
˧ lī	lī˧	swap tones
˧  lā	lā˧	swap tones
˦˨ chān	chān˦˨	swap tones
˦˨ tsān	tsān˦˨	swap tones
˩˨ k’ä	k’ä˩˨	swap tones
˧ yụ̄n	yụ̄n˧	swap tones
˦ sūk	sūk˦	swap tones
˦˥ düṅ	düṅ˦˥	swap tones
˨ s’öṅ = t’uṅ	t’uṅ=s’öṅ˨	swap tones
˧ s’ö ˥˦ t’ö	s’ö˧t’ö˥˦	swap tones
˦˥ šöǚ	šöǚ˦˥	swap tones
˨˩ šāu	šāu˨˩	swap tones
˦˨ hö ˨˦ je	hö˦˨je˨˦	swap tones
˨ hī̃° ˦ tà	hī̃°˨tà˦	swap tones
˨˦ szᵃ	szᵃ˨˦	swap tones
˦˥ sz	sz˦˥	swap tones
˧ tāi	tāi˧	swap tones
˨˦ tai	tai˨˦	swap tones
˦˥ chėt	chėt˦˥	swap tones
˨ θī	θī˨	swap tones
˧ θi	θi˧	swap tones
˨˩ tay	tay˨˩	swap tones
˨˩ tāy	tāy˨˩	swap tones
˦˨ še	še˦˨	swap tones
˦˨ šö	šö˦˨	swap tones
˨˩ ši	ši˨˩	swap tones
˧ θe	θe˧	swap tones
˨ chī°	chī°˨	swap tones
˨˦ ka	ka˨˦	swap tones
˦˥ pä	pä˦˥	swap tones
˦˨ hai	hai˦˨	swap tones
˨˦ pàn	pàn˨˦	swap tones
˧ cho	cho˧	swap tones
˥˦ hē	hē˥˦	swap tones
˦ ꭓöǚ	ꭓöǚ˦	swap tones
˦˥ ꭓeṅ	ꭓeṅ˦˥	swap tones
˦ saṅ	saṅ˦	swap tones
˦ mwa	mwa˦	swap tones
˦˨ vē ˨˦ bi	vē˦˨bi˨˦	swap tones
˨ gɯ	gɯ˨	swap tones
˧ ī	ī˧	swap tones
˨˩ pē	pē˨˩	swap tones
˨˩ pe	pe˨˩	swap tones
˨ p’au	p’au˨	swap tones
˨˦ p’au	p’au˨˦	swap tones
˦˥ tsau	tsau˦˥	swap tones
˦˨ wiṅ	wiṅ˦˨	swap tones
˦˨ leñ	leñ˦˨	swap tones
˨ chày	chày˨	swap tones
˦˨ ꭓē	ꭓē˦˨	swap tones
˦ d’a	d’a˦	swap tones
˨˦ t’iu	t’iu˨˦	swap tones
˨˦ pieu	pieu˨˦	swap tones
˨˦ kiä	kiä˨˦	swap tones
˦˨ chä	chä˦˨	swap tones
˦˨ chö ˦˨ yi	chö˦˨yi˦˨	swap tones
˨ ɯ	ɯ˨	swap tones
˨˦ ch’ye	ch’ye˨˦	swap tones
˨˩ prē	prē˨˩	swap tones
˨˩ pye	pye˨˩	swap tones
˩˨ pajj-	pajj-˩˨	swap tones
˨˦ wå ˦˨ szᵃ	wå˨˦szᵃ˦˨	swap tones
˩˨ ṅå ˨˩ hai	ṅå˩˨hai˨˩	swap tones
˨˦ ch’àn ˧ pēn	ch’àn˨˦pēn˧	swap tones
˨˦ ch’àn ˧ pen	ch’àn˨˦pen˧	swap tones
˨˦ kau ˨˦ pin ˦˨ ạ̄	kau˨˦pin˨˦ạ̄˦˨	swap tones
˧ toi ˨˩ là	toi˧là˨˩	swap tones
˧ ya ˧ mwai ˨ lå	ya˧mwai˧lå˨	swap tones
˧ ya = å ˨ lå	å=ya˧lå˨	swap tones
˧ ya ˦˨ me (or ˥˦ ō) = lå	ya˧lå=me˦˨	swap tones
˦˥ kō ˦ chʸeṅ ˦ ˦˨ ñāǒ	kō˦˥chʸeṅ˦ñāǒ˦˦˨	swap tones
˨˦ ya chʸāy or ñaṅ	ñaṅorchʸāyya˨˦	swap tones
˨˦ ya ˨˩ chʸāy	ya˨˦chʸāy˨˩	swap tones
˦˨ ṅa ˦˨ ṅä	ṅa˦˨ṅä˦˨	swap tones
˦˨ go ˦˨ ṅö (˦˨ ša)	go˦˨ṅö˦˨	swap tones
˦˨ ṅo ˦˨ ṅa	ṅo˦˨ṅa˦˨	swap tones
= ṅwà = ṅà (or ˦ tyà) ˧ lå	ṅà=ṅwà=lå˧	swap tones
˧ ṅā ˧ ṅā ˧ mā	ṅā˧ṅā˧mā˧	swap tones
˧ ṅā p’yiᵗ ˧ tä	p’yiᵗṅā˧tä˧	swap tones
˨˦ nī ˦˨ szᵃ	nī˨˦szᵃ˦˨	swap tones
˩˨ nä ˨˩ hai	nä˩˨hai˨˩	swap tones
˦˨ dān ˧ pēn	dān˦˨pēn˧	swap tones
˦˨ t’àn 3 pen	pen3t’àn˦˨	swap tones
˦ maụ ˨˦ pin ˦˨ ạ̄	maụ˦pin˨˦ạ̄˦˨	swap tones
˨˩ māy ˨˩ là	māy˨˩là˨˩	swap tones
˧ na ˧ mwai (or = å) ˨ lå	na˧mwai˧lå˨	swap tones
˧ na ˦˨ me (or ˥˦ ō) = lå	na˧lå=me˦˨	swap tones
˦ ˦˨ kāǒ ˦ chʸeṅ ˦ ˦˨ ñāǒ	kāǒ˦˦˨chʸeṅ˦ñāǒ˦˦˨	swap tones
˨˩ māy chʸāy or ñaṅ	ñaṅorchʸāymāy˨˩	swap tones
˨˩ māy ˨˩ chʸāy	māy˨˩chʸāy˨˩	swap tones
˦˨ ñⁱ ˦˨ ṅä	ñⁱ˦˨ṅä˦˨	swap tones
˦˨ ni ˦˨ ṅö (˦˨ ša)	ni˦˨ṅö˦˨	swap tones
˦˨ ñi ˦˨ ṅa	ñi˦˨ṅa˦˨	swap tones
= nū = ṅà (or ˦ tyà) ˧ lå	ṅà=nū=lå˧	swap tones
˧ nàṅ ˧ ṅā ˧ mā	nàṅ˧ṅā˧mā˧	swap tones
˧ niṅ p’yiᵗ ˧ tä	p’yiᵗniṅ˧tä˧	swap tones
˦ t’ā ˦˨ szᵃ	t’ā˦szᵃ˦˨	swap tones
˩˨ k’ui ˨˩ hai	k’ui˩˨hai˨˩	swap tones
˨˦ k’au ˧ pēn	k’au˨˦pēn˧	swap tones
˨˦ k’au ˧ pen	k’au˨˦pen˧	swap tones
˦ màn ˨˦ pin ˦˨ ạ̄	màn˦pin˨˦ạ̄˦˨	swap tones
˦˥ no ˨˩ là	no˦˥là˨˩	swap tones
˧ a ˨ we ˧ mwai (or = å) ˨ lå	a˧we˨mwai˧lå˨	swap tones
˧ a ˧ wä ˦˨ mē (or ˥˦ ō) = lå	a˧wä˧lå=mē˦˨	swap tones
˦ nü ˦ chʸeṅ ˦ ˦˨ ñāǒ	nü˦chʸeṅ˦ñāǒ˦˦˨	swap tones
˨˩ nān chʸāy	chʸāynān˨˩	swap tones
˨˩ nin ˨˩ chʸāy	nin˨˩chʸāy˨˩	swap tones
˦ k’e ˦˨ ṅä	k’e˦ṅä˦˨	swap tones
˨ kö ˦˨ ṅö (˦˨ ša)	kö˨ṅö˦˨	swap tones
˨ ya ˦˨ ṅa	ya˨ṅa˦˨	swap tones
˦ yī = ṅà(or ˦ tyà) ˧ lå	ṅà=yī˦lå˧	swap tones
˧ hiṅ ˧ ṅā ˧ mā	hiṅ˧ṅā˧mā˧	swap tones
˧ θu p’yiᵗ ˧ tä	p’yiᵗθu˧tä˧	swap tones
˥˦ ō ve	veō˥˦	swap tones
˨˦ wå ˨ mån ˦˨ szᵃ	wå˨˦mån˨szᵃ˦˨	swap tones
˩˨ ṅå ˨˩ tä ˨˩ hai	ṅå˩˨tä˨˩hai˨˩	swap tones
˧ rau ˧ pēn	rau˧pēn˧	swap tones
˧ rau ˧ pen	rau˧pen˧	swap tones
˦ hau ˨˦ pin ˦˨ ạ̄	hau˦pin˨˦ạ̄˦˨	swap tones
˧ tà ˦˨ là	tà˧là˦˨	swap tones
˧ pa ˧ mwai (or = å) ˨ lå	pa˧mwai˧lå˨	swap tones
˧ pa ˦˨ mē(or ˥˦ ō) = lå	pa˧lå=mē˦˨	swap tones
˦ ˦˨ pē ˦ chʸeṅ ˦ ˦˨ ñāǒ	pē˦˦˨chʸeṅ˦ñāǒ˦˦˨	swap tones
˨˦ ya ˨˦ bu chʸāy	ya˨˦chʸāybu˨˦	swap tones
˨˦ ya ˦˥ bua ˨˩ chʸāy	ya˨˦bua˦˥chʸāy˨˩	swap tones
˨˦ a ˦ se ˦˨ ṅä	a˨˦se˦ṅä˦˨	swap tones
a° ˨ sö ˦˨ ṅö (˦˨ ša)	a°sö˨ṅö˦˨	swap tones
˦˨ ño vä° ˦˨ ṅa	vä°ño˦˨ṅa˦˨	swap tones
= ṅwà ˨ nū = ṅà (or ˧ tyà) ˧ lå	ṅwà=ṅà=nū˨lå˧	swap tones
˨˩ mā ˧ le ˧ ṅā ˧ mā	mā˨˩le˧ṅā˧mā˧	swap tones
˧ ṅā ˥˦ do° p’yiᵗ ˥˦ tyà° ˧ dä	ṅā˧p’yiᵗdo°˥˦tyà°˥˦dä˧	swap tones
˨˦ nī ˨ man ˦˨ szᵃ	nī˨˦man˨szᵃ˦˨	swap tones
˩˨ nä ˨˩ tä ˨˩ hai	nä˩˨tä˨˩hai˨˩	swap tones
˦˨ t’àn ˧ pen	t’àn˦˨pen˧	swap tones
˨˦ s’ū ˨˦ pin ˦˨ ạ̄	s’ū˨˦pin˨˦ạ̄˦˨	swap tones
˧ bày ˨˩ là	bày˧là˨˩	swap tones
˧ na = θī ˧ mwai (or = å) ˨ lå	θī=na˧mwai˧lå˨	swap tones
˧ θü ˦˨ mē (or ˥˦ ō) = lå	θü˧lå=mē˦˨	swap tones
˦ ˦˨ mē ˦ chʸeṅ ˦ ˦˨ ñāǒ	mē˦˦˨chʸeṅ˦ñāǒ˦˦˨	swap tones
˨˩ ñāu chʸāy	chʸāyñāu˨˩	swap tones
˨˩ māy ˦˥ bua ˨˩ chʸāy	māy˨˩bua˦˥chʸāy˨˩	swap tones
˨˦ na ˦˨ ṅä	na˨˦ṅä˦˨	swap tones
˨ na hi° ˦˨ ṅö (˦˨ ša)	hi°na˨ṅö˦˨	swap tones
˦˨ ña vä° ˦˨ ṅa	vä°ña˦˨ṅa˦˨	swap tones
= nū ˨ wà = ṅà (or ˦ tyà) ˧ lå	nū=ṅà=wà˨lå˧	swap tones
ha ˧ neṅ ˧ nā ˧ mā	haneṅ˧nā˧mā˧	swap tones
˧ nin ˥˦ do° p’yiᵗ ˥˦ tyà° ˧ dä	nin˧p’yiᵗdo°˥˦tyà°˥˦dä˧	swap tones
˦ t’ā ˨ man ˦˨ szᵃ	t’ā˦man˨szᵃ˦˨	swap tones
˩˨ k’ui ˨˩ tä ˨˩ hai	k’ui˩˨tä˨˩hai˨˩	swap tones
˨˦ k’au ˨˦ pin ˦˨ ạ̄	k’au˨˦pin˨˦ạ̄˦˨	swap tones
˦˥ chuṅ ˦˥ no ˨˩ là	chuṅ˦˥no˦˥là˨˩	swap tones
 ˧ a ˨ wē = θī ˧ mwai (or = å)	a˧θī=wē˨mwai˧	swap tones
˨ lå	lå˨	swap tones
˧ a ˧ wä ˥˦ θī ˦˨ mē (or ˥˦ ō) = lå	a˧wä˧θī˥˦lå=mē˦˨	swap tones
˦ mbāǒ ˦ chʸeṅ ˦ ˦˨ ñāǒ	mbāǒ˦chʸeṅ˦ñāǒ˦˦˨	swap tones
˨˩ nān ˨˦ tsi chʸāy	nān˨˩chʸāytsi˨˦	swap tones
˨˩ nin ˦˥ bua ˨˩ chʸāy	nin˨˩bua˦˥chʸāy˨˩	swap tones
˦ k’e ˨˦ še ˦˨ ṅä	k’e˦še˨˦ṅä˦˨	swap tones
˨ kö hi° ˦˨ nö (˦˨ ša)	hi°kö˨nö˦˨	swap tones
˨ ya vä° ˦˨ ṅa	vä°ya˨ṅa˦˨	swap tones
˦ yī ˨ wà = ṅà (or ˦ tyà) ˧ lå	yī˦ṅà=wà˨lå˧	swap tones
˧ θu ˥˦ do° p’yiᵗ ˥˦ tyà° ˧ dä	θu˧p’yiᵗdo°˥˦tyà°˥˦dä˧	swap tones
˧ θu do ši dä	däšidoθu˧	swap tones
˥˦ ō ne	neō˥˦	swap tones
˨˦ chàn ˦˨ tai ˧ pēn	chàn˨˦tai˦˨pēn˧	swap tones
˨˦ ch’àn ˦˨ dai ˧ peṅ	ch’àn˨˦dai˦˨peṅ˧	swap tones
˨˦ kau ˨˦ pin ˥˦ yau	kau˨˦pin˨˦yau˥˦	swap tones
˧ tōi ˨˦ ˦˨ dà ˨˩ là	tōi˧dà˨˦˦˨là˨˩	swap tones
˧ ya ˧ mwai (or = å) ˦ yū	ya˧mwai˧yū˦	swap tones
˦˥ kō ˦ ˦˨ ñāǒ ˩˨ löǚ	kō˦˥ñāǒ˦˦˨löǚ˩˨	swap tones
˦˨ ṅa ˦˨ ṅä ˦˨ ra	ṅa˦˨ṅä˦˨ra˦˨	swap tones
˦˨ go ˦˨ ṅö(˦˨ ho)	go˦˨ṅö˦˨	swap tones
˦˨ ṅo ˦˨ ṅa ˦˨ ya	ṅo˦˨ṅa˦˨ya˦˨	swap tones
˦˨ dān ˦˨ tai ˧ pēn	dān˦˨tai˦˨pēn˧	swap tones
˦˨ t’àn ˦˨ dai ˧ pen	t’àn˦˨dai˦˨pen˧	swap tones
˦ maụ ˨˦ pin ˥˦ yau	maụ˦pin˨˦yau˥˦	swap tones
˨˩ māy ˨˦ ˦˨ dà ˨˩ là	māy˨˩dà˨˦˦˨là˨˩	swap tones
˧ na ˧ mwai (or = å) ˦ yū	na˧mwai˧yū˦	swap tones
˦ ˦˨ kāǒ ˦ ˦˨ ñāǒ ˩˨ löǚ	kāǒ˦˦˨ñāǒ˦˦˨löǚ˩˨	swap tones
˦˨ ñⁱ ˦˨ ṅä ˦˨ ra	ñⁱ˦˨ṅä˦˨ra˦˨	swap tones
˦˨ ni ˦˨ ṅö(˦˨ ho)	ni˦˨ṅö˦˨	swap tones
˦˨ ñi ˦˨ ṅa ˦˨ ya	ñi˦˨ṅa˦˨ya˦˨	swap tones
˩˨ k’ui ˨˩ haı	k’ui˩˨haı˨˩	swap tones
˨˦ k’au ˦˨ tai ˧ pēn	k’au˨˦tai˦˨pēn˧	swap tones
˨˦ k’au ˦˨ dai ˧ pen	k’au˨˦dai˦˨pen˧	swap tones
˦ màn ˨˦ pin ˥˦ yau	màn˦pin˨˦yau˥˦	swap tones
˦˥ no ˨˦ ˦˨ dà là	no˦˥làdà˨˦˦˨	swap tones
˦ a ˨ wē ˧ mwai (or = å) ˦ yū	a˦wē˨mwai˧yū˦	swap tones
˦ nü ˦ ˦˨ ñāǒ ˩˨ löǚ	nü˦ñāǒ˦˦˨löǚ˩˨	swap tones
˦ k’e ˦˨ ṅä ˦˨ ra	k’e˦ṅä˦˨ra˦˨	swap tones
˨ kö ˦˨ ṅö(˦˨ ho)	kö˨ṅö˦˨	swap tones
˨ ya ˦˨ ṅa ˦˨ ya	ya˨ṅa˦˨ya˦˨	swap tones
˥˦ ō sī	sīō˥˦	swap tones
˨˦ wå ˨ man ˦˨ szᵃ	wå˨˦man˨szᵃ˦˨	swap tones
˧ rau ˦˨ tai ˧ pen	rau˧tai˦˨pen˧	swap tones
˧ rau ˦˨ dai ˧ pen	rau˧dai˦˨pen˧	swap tones
˦ hau ˨˦ pin ˥˦ yau	hau˦pin˨˦yau˥˦	swap tones
˧ tà ˨˦ ˦˨ dà ˨˩ là	tà˧dà˨˦˦˨là˨˩	swap tones
# pa 3 mwai (or = å) ˦ yū	mwai3pa#yū˦	swap tones
˦ ˦˨ pē ˦ ˦˨ ñāǒ ˩˨ löǚ	pē˦˦˨ñāǒ˦˦˨löǚ˩˨	swap tones
˨˦ a ˦ se ˦˨ ṅä ˦˨ RA	a˨˦se˦ṅä˦˨RA˦˨	swap tones
a° ˨ sö ˦˨ ṅö(˦˨ ho)	a°sö˨ṅö˦˨	swap tones
˦˨ ño vä° ˦˨ ṅa ˦˨ ya	vä°ño˦˨ṅa˦˨ya˦˨	swap tones
˨˦ s’ū ˨˦ pin ˥˦ yau	s’ū˨˦pin˨˦yau˥˦	swap tones
˧ bày ˨˦ ˦˨ dà ˨˩ là	bày˧dà˨˦˦˨là˨˩	swap tones
˧ na = θī ˧ mwai (or = å) ˦ yū	θī=na˧mwai˧yū˦	swap tones
˦ ˦˨ mē ˦ ˦˨ ñāǒ ˩˨ löǚ	mē˦˦˨ñāǒ˦˦˨löǚ˩˨	swap tones
˨˦ na ˦˨ ṅä ˦˨ ra	na˨˦ṅä˦˨ra˦˨	swap tones
˨ na hi° ˨˩ ṅö(˦˨ hö)	hi°na˨ṅö˨˩	swap tones
˦˨ ña vä° ˦˨ na ˦˨ ya	vä°ña˦˨na˦˨ya˦˨	swap tones
˨˦ k’au ˨˦ piṅ ˥˦ yau	k’au˨˦piṅ˨˦yau˥˦	swap tones
˦˥ chuṅ ˦˥ no ˨˦ ˦˨ dà ˨˩ là	chuṅ˦˥no˦˥dà˨˦˦˨là˨˩	swap tones
˦ a ˨ wē = θī ˧ mwai (or = å) ˦ yū	a˦θī=wē˨mwai˧yū˦	swap tones
˦ mbāǒ ˦ ˦˨ ñāǒ ˩˨ löǚ	mbāǒ˦ñāǒ˦˦˨löǚ˩˨	swap tones
˦ k’e ˨˦ še ˦˨ ṅä ˦˨ ra	k’e˦še˨˦ṅä˦˨ra˦˨	swap tones
˨ kö hi° ˦˨ ṅö(˦˨ ho)	hi°kö˨ṅö˦˨	swap tones
˨ ya vä° ˦˨ na ˦˨ ya	vä°ya˨na˦˨ya˦˨	swap tones
˥˦ ō sāṇ	sāṇō˥˦	swap tones
˨˦ tā	tā˨˦	swap tones
˦˥ tā	tā˦˥	swap tones
˧ tī	tī˧	swap tones
˥˦ yeñ	yeñ˥˦	swap tones
˨˦ tī (strike lightly)	tī˨˦	swap tones
˦˥ dàñ	dàñ˦˥	swap tones
= dō ˦ s’ī	dō=s’ī˦	swap tones
˦ t’aṅ° ˦ s’ī	t’aṅ°˦s’ī˦	swap tones
˧ dō	dō˧	swap tones
˦˨ tå	tå˦˨	swap tones
˦ ˦˨ ndau	ndau˦˦˨	swap tones
˦˥ bop	bop˦˥	swap tones
˦˥ bo	bo˦˥	swap tones
˨˦ dä	dä˨˦	swap tones
˨ chö	chö˨	swap tones
˦ tī (with a stick)	tī˦	swap tones
˨ dɯ (with the hand)	dɯ˨	swap tones
˨˩ tàṅ	tàṅ˨˩	swap tones
˨˦ wå ˨˦ tā	wå˨˦tā˨˦	swap tones
˩˨ ṅå ˦˥ tā	ṅå˩˨tā˦˥	swap tones
˨˦ ch’àn ˧ tī	ch’àn˨˦tī˧	swap tones
˨˦ kau ˥˦ yeñ ˦˨ ạ̄	kau˨˦yeñ˥˦ạ̄˦˨	swap tones
˧ tōi ˦˥ dàñ	tōi˧dàñ˦˥	swap tones
˧ ya = dō ˨ lå	dō=ya˧lå˨	swap tones
˧ ya ˧ dō = lå	ya˧lå=dō˧	swap tones
˦˥ kō ˦ chʸeṅ ˦ ˦˨ ndau	kō˦˥chʸeṅ˦ndau˦˦˨	swap tones
˨˦ ya ˦˥ bop	ya˨˦bop˦˥	swap tones
˨˦ ya ˦˥ bo	ya˨˦bo˦˥	swap tones
˦˨ ṅa ˨˦ dä	ṅa˦˨dä˨˦	swap tones
˦˨ go da° (˦˨ sa)	da°go˦˨	swap tones
˦˨ ṅo dä° ˦˨ to	dä°ṅo˦˨to˦˨	swap tones
= ṅwà ˦ tīᵃ ˨ lå	ṅwà=tīᵃ˦lå˨	swap tones
˧ ṅā ˨˩ tàṅ ˧ mā	ṅā˧tàṅ˨˩mā˧	swap tones
˧ ṅā yaiᵏ ˧ tä	yaiᵏṅā˧tä˧	swap tones
˧ (ā)miy (termination)	miy˧	swap tones
